word,J,E,P,R,Genesis,Exodus,Leviticus,Numbers,Deuteronomy
הנפשות,0,0,2,0,0,0,1,1,0
העשת,0,0,1,0,0,0,1,0,0
מחקות,0,0,1,0,0,0,1,0,0
נעשו,0,0,1,0,0,0,1,0,0
תפנו,0,0,2,0,0,0,2,0,0
האלילים,0,0,1,0,0,0,1,0,0
תזבחו,0,0,3,0,0,0,3,0,0
לרצנכם,0,0,4,0,0,0,4,0,0
תזבחהו,0,0,1,0,0,0,1,0,0
זבחכם,0,0,1,0,0,0,1,0,0
ואכליו,0,0,1,0,0,0,1,0,0
חלל,0,0,1,0,0,0,1,0,2
ובקצרכם,0,0,2,0,0,0,2,0,0
ארצכם,0,1,6,0,0,0,6,1,1
תכלה,0,0,2,0,0,0,2,0,1
פאת,0,0,9,0,0,0,4,5,0
שדך,0,0,5,0,0,0,5,0,0
לקצר,0,0,1,0,0,0,1,0,0
ולקט,0,0,2,0,0,0,2,0,0
קצירך,0,0,3,0,0,0,3,0,1
תלקט,0,0,3,0,0,0,3,0,0
וכרמך,0,0,2,0,0,0,2,0,0
תעולל,0,0,1,0,0,0,1,0,1
ופרט,0,0,1,0,0,0,1,0,0
כרמך,0,0,2,0,0,0,2,0,2
לעני,0,0,2,0,0,0,2,0,0
תגנבו,0,0,1,0,0,0,1,0,0
תכחשו,0,0,1,0,0,0,1,0,0
תשקרו,0,0,1,0,0,0,1,0,0
בשמי,0,0,1,0,0,0,1,0,2
וחללת,0,0,1,0,0,0,1,0,0
תעשק,0,0,1,0,0,0,1,0,1
תלין,0,0,1,0,0,0,1,0,1
מכשל,0,0,1,0,0,0,1,0,0
ויראת,0,0,5,0,0,0,5,0,0
מאלהיך,0,0,5,0,0,0,5,0,0
עול,0,0,2,0,0,0,2,0,2
במשפט,0,0,3,0,0,0,2,1,2
בצדק,0,0,1,0,0,0,1,0,0
תשפט,0,0,1,0,0,0,1,0,0
רכיל,0,0,1,0,0,0,1,0,0
בעמיך,0,0,1,0,0,0,1,0,0
תשנא,0,0,1,0,0,0,1,0,0
בלבבך,0,0,1,0,0,0,1,0,5
הוכח,0,0,1,0,0,0,1,0,0
תוכיח,0,0,1,0,0,0,1,0,0
תקם,0,0,1,0,0,0,1,0,0
תטר,0,0,1,0,0,0,1,0,0
ואהבת,0,0,2,0,0,0,2,0,2
בהמתך,0,0,1,0,0,0,1,0,4
תרביע,0,0,1,0,0,0,1,0,0
כלאים,0,0,3,0,0,0,3,0,1
שעטנז,0,0,1,0,0,0,1,0,1
נחרפת,0,0,1,0,0,0,1,0,0
נפדתה,0,0,1,0,0,0,1,0,0
חפשה,0,0,2,0,0,0,2,0,0
בקרת,0,0,1,0,0,0,1,0,0
יומתו,0,0,6,0,0,0,6,0,3
ונטעתם,0,0,1,0,0,0,1,0,0
וערלתם,0,0,1,0,0,0,1,0,0
פריו,0,0,5,0,0,0,5,0,0
ערלים,0,0,1,0,0,0,1,0,0
ובשנה,0,0,3,0,0,0,3,0,1
הרביעת,0,0,1,0,0,0,1,0,0
הלולים,0,0,1,0,0,0,1,0,0
החמישת,0,0,1,0,0,0,1,0,0
להוסיף,0,0,1,0,0,0,1,0,0
תבואתו,0,0,1,0,0,0,1,0,0
תנחשו,0,0,1,0,0,0,1,0,0
תעוננו,0,0,1,0,0,0,1,0,0
תקפו,0,0,1,0,0,0,1,0,0
ראשכם,0,0,1,0,0,0,1,0,0
תשחית,0,0,1,0,0,0,1,0,2
זקנך,0,0,1,0,0,0,1,0,0
ושרט,0,0,1,0,0,0,1,0,0
וכתבת,0,0,1,0,0,0,1,0,2
קעקע,0,0,1,0,0,0,1,0,0
להזנותה,0,0,1,0,0,0,1,0,0
תזנה,0,0,1,0,0,0,1,0,0
ומלאה,0,0,1,0,0,0,1,0,1
ומקדשי,0,0,2,0,0,0,2,0,0
האבת,0,0,2,0,0,0,2,0,0
הידענים,0,0,2,0,0,0,2,0,0
תבקשו,0,0,1,0,0,0,1,0,0
שיבה,0,0,1,0,0,0,1,0,1
תקום,0,0,1,0,0,0,1,0,0
והדרת,0,0,1,0,0,0,1,0,0
בארצכם,0,0,6,0,0,0,5,1,0
תונו,0,0,3,0,0,0,3,0,0
במדה,0,0,1,0,0,0,1,0,0
במשקל,0,0,2,0,0,0,2,0,0
ובמשורה,0,0,1,0,0,0,1,0,0
מאזני,0,0,1,0,0,0,1,0,0
איפת,0,0,1,0,0,0,1,0,0
והין,0,0,1,0,0,0,1,0,0
מזרעו,0,0,3,0,0,0,3,0,0
ירגמהו,0,0,1,0,0,0,1,0,0
ולחלל,0,0,1,0,0,0,1,0,0
קדשי,0,0,7,0,0,0,4,3,0
העלם,0,0,1,0,0,0,1,0,0
יעלימו,0,0,1,0,0,0,1,0,0
בתתו,0,0,1,0,0,0,1,0,0
המית,0,0,1,0,0,0,1,0,0
ובמשפחתו,0,0,1,0,0,0,1,0,0
הזנים,0,0,1,0,0,0,1,0,0
לזנות,1,0,3,0,0,0,3,1,1
תפנה,0,0,1,0,0,0,1,0,0
יקלל,0,0,2,0,0,0,2,0,0
קלל,0,0,1,0,0,0,1,0,0
דמיו,0,0,1,0,0,0,1,0,0
ינאף,0,0,2,0,0,0,2,0,0
הנאף,0,0,1,0,0,0,1,0,0
והנאפת,0,0,1,0,0,0,1,0,0
גלה,0,0,4,0,0,0,4,0,1
דמיהם,0,0,5,0,0,0,5,0,0
ישרפו,0,0,1,0,0,0,1,0,1
ואתהן,0,0,1,0,0,0,1,0,0
שכבתו,0,0,2,0,0,0,1,1,0
תהרגו,0,0,1,0,0,0,1,0,0
והרגת,0,0,1,0,0,0,1,0,0
ערותו,0,0,1,0,0,0,1,0,0
דוה,0,0,1,0,0,0,1,0,0
וגלה,0,0,1,0,0,0,1,0,0
מקרה,0,0,1,0,0,0,1,0,1
הערה,0,0,2,0,0,0,2,0,0
גלתה,0,0,1,0,0,0,1,0,0
מקור,0,0,1,0,0,0,1,0,0
שארו,0,0,1,0,0,0,1,0,0
עונם,0,0,2,3,0,0,4,1,0
דדו,0,0,3,0,0,0,3,0,0
חטאם,0,0,1,0,0,0,1,0,0
ערירים,0,0,2,0,0,0,2,0,0
נדה,0,0,5,0,0,0,1,4,0
בחקת,0,0,1,0,0,0,1,0,0
ואקץ,0,0,1,0,0,0,1,0,0
תירשו,0,0,1,0,0,0,1,0,0
לרשת,0,0,3,0,0,0,2,1,6
הבדלתי,0,0,2,0,0,0,2,0,0
והבדלתם,0,0,1,0,0,0,1,0,0
לטמא,0,0,2,0,0,0,1,1,0
ואבדל,0,0,1,0,0,0,1,0,0
אוב,0,0,1,0,0,0,1,0,1
ידעני,0,0,1,0,0,0,1,0,0
ירגמו,0,0,2,0,0,0,2,0,0
בעמיו,0,0,3,0,0,0,3,0,0
לשארו,0,0,2,0,0,0,1,1,0
ולבנו,0,0,1,0,0,0,1,0,0
ולבתו,0,0,1,0,0,0,1,0,0
ולאחיו,0,0,1,0,0,0,1,0,0
ולאחתו,0,0,2,0,0,0,1,1,0
הבתולה,0,0,1,0,0,0,1,0,0
הקרובה,0,0,1,0,0,0,1,0,0
להחלו,0,0,1,0,0,0,1,0,0
קרחה,0,0,1,0,0,0,1,0,1
בראשם,0,0,1,0,0,0,1,0,0
ופאת,0,0,1,0,0,0,1,0,0
זקנם,0,0,1,0,0,0,1,0,0
יגלחו,0,0,1,0,0,0,1,0,0
ובבשרם,0,0,1,0,0,0,1,0,0
ישרטו,0,0,1,0,0,0,1,0,0
שרטת,0,0,1,0,0,0,1,0,0
יחללו,0,0,3,0,0,0,3,0,0
מקריבם,0,0,1,0,0,0,1,0,0
זנה,0,0,2,0,0,0,2,0,0
וחללה,0,0,2,0,0,0,2,0,0
גרושה,0,0,1,0,0,0,1,0,0
מאישה,0,0,1,0,0,0,1,0,0
לאלהיו,0,0,2,0,0,0,1,1,0
ובת,0,0,3,0,0,0,3,0,0
תחל,0,0,1,0,0,0,1,0,1
מחללת,0,0,1,0,0,0,1,0,0
א,0,0,1,0,0,0,1,0,2
‍,0,0,1,0,0,0,1,0,2
יוצק,0,0,1,0,0,0,1,0,0
יפרע,0,0,1,0,0,0,1,0,0
יפרם,0,0,1,0,0,0,1,0,0
ולאמו,0,0,2,0,0,0,1,1,1
יחלל,0,0,3,0,0,0,3,0,0
בבתוליה,0,0,1,0,0,0,1,0,0
וגרושה,0,0,3,0,0,0,2,1,0
מקדשו,0,0,2,0,0,0,1,1,0
מום,0,0,11,0,0,0,10,1,3
חרם,0,0,5,0,0,0,4,1,2
שרוע,0,0,2,0,0,0,2,0,0
גבן,0,0,1,0,0,0,1,0,0
תבלל,0,0,1,0,0,0,1,0,0
בעינו,0,0,1,0,0,0,1,0,0
גרב,0,0,2,0,0,0,2,0,0
ילפת,0,0,2,0,0,0,2,0,0
מרוח,0,0,1,0,0,0,1,0,0
אשך,0,0,1,0,0,0,1,0,0
מזרע,0,0,4,0,0,0,3,1,0
מקדשם,0,0,3,0,0,0,3,0,0
וינזרו,0,0,1,0,0,0,1,0,0
מקדשים,0,0,1,0,0,0,1,0,0
בקדשים,0,0,1,0,0,0,1,0,0
יחללהו,0,0,1,0,0,0,1,0,0
יקנה,0,0,1,0,0,0,1,0,0
קנין,0,0,1,0,0,0,1,0,0
ויליד,0,0,1,0,0,0,1,0,0
בלחמו,0,0,1,0,0,0,1,0,0
בתרומת,0,0,1,0,0,0,1,0,0
וזרע,0,0,1,0,0,0,1,0,0
ושבה,0,0,1,0,0,0,1,0,0
כנעוריה,0,0,1,0,0,0,1,0,0
מלחם,0,0,1,1,0,0,1,1,0
חמשיתו,0,0,2,0,0,0,2,0,0
ירימו,0,0,3,0,0,0,1,2,0
והשיאו,0,0,1,0,0,0,1,0,0
אשמה,0,0,1,0,0,0,1,0,0
באכלם,0,0,1,0,0,0,1,0,0
נדריהם,0,0,1,0,0,0,1,0,0
נדבותם,0,0,1,0,0,0,1,0,0
ובעזים,0,0,1,0,0,0,1,0,0
לפלא,0,0,1,2,0,0,1,2,0
לנדבה,0,0,1,0,0,0,1,0,0
שבור,0,0,1,0,0,0,1,0,0
חרוץ,0,0,1,0,0,0,1,0,0
יבלת,0,0,1,0,0,0,1,0,0
וקלוט,0,0,1,0,0,0,1,0,0
ולנדר,0,0,1,0,0,0,1,0,0
ומעוך,0,0,1,0,0,0,1,0,0
וכתות,0,0,1,0,0,0,1,0,0
ונתוק,0,0,1,0,0,0,1,0,0
וכרות,0,0,1,0,0,0,1,0,1
ובארצכם,0,0,1,0,0,0,1,0,0
ירצו,0,0,1,2,0,0,3,0,0
ומיום,0,0,1,0,0,0,1,0,0
והלאה,0,0,2,1,0,0,1,2,0
לקרבן,0,0,1,0,0,0,1,0,0
תשחטו,0,0,1,0,0,0,1,0,0
תחללו,0,0,2,0,0,0,1,1,0
ונקדשתי,0,0,1,0,0,0,1,0,0
מועדי,0,0,4,0,0,0,4,0,0
תקראו,0,0,3,0,0,0,3,0,0
מקראי,0,0,3,0,0,0,3,0,0
במועדם,0,0,1,0,0,0,1,0,0
ובחמשה,0,0,1,2,0,0,1,2,0
והקרבתם,0,0,7,5,0,0,6,6,0
וקצרתם,0,0,1,0,0,0,1,0,0
קצירה,0,0,1,0,0,0,1,0,0
והבאתם,0,0,1,0,0,0,1,0,1
קצירכם,0,0,1,0,0,0,1,0,0
יניפנו,0,0,1,0,0,0,1,0,0
הניפכם,0,0,1,0,0,0,1,0,0
ומנחתו,0,0,2,2,0,0,1,3,0
ונסכה,0,0,1,7,0,0,1,7,0
רביעת,0,0,1,2,0,0,1,2,0
וקלי,0,0,1,0,0,0,1,0,0
וכרמל,0,0,1,0,0,0,1,0,0
הביאכם,0,0,2,0,0,0,2,0,0
וספרתם,0,0,1,0,0,0,1,0,0
שבתות,0,0,1,0,0,0,1,0,0
תמימת,0,0,1,0,0,0,1,0,0
תהיינה,0,0,10,0,0,0,2,8,0
השביעת,0,0,3,0,0,0,3,0,1
תספרו,0,0,1,0,0,0,1,0,0
חדשה,0,0,1,1,0,0,1,1,1
ממושבתיכם,0,0,1,0,0,0,1,0,0
תאפינה,0,0,1,0,0,0,1,0,0
ומנחתם,0,0,3,10,0,0,1,12,0
ונסכיהם,0,0,2,11,0,0,1,12,0
הבכורים,0,0,1,1,0,0,1,1,0
וקראתם,0,0,2,0,0,0,2,0,0
בקצרך,0,0,1,0,0,0,1,0,0
תרועה,0,0,5,1,0,0,2,4,0
כפרים,0,0,1,0,0,0,1,0,0
והאבדתי,0,0,1,0,0,0,1,0,0
בתשעה,0,0,1,0,0,0,1,0,0
תשבתו,0,0,1,0,0,0,1,0,0
שבתכם,0,0,1,0,0,0,1,0,0
הסכות,0,0,1,0,0,0,1,0,2
עצרת,0,0,1,1,0,0,1,1,1
ונסכים,0,0,1,0,0,0,1,0,0
שבתת,0,0,3,0,0,0,3,0,0
ומלבד,0,0,3,0,0,0,3,0,0
מתנותיכם,0,0,1,0,0,0,1,0,0
נדריכם,0,0,1,0,0,0,1,0,1
נדבותיכם,0,0,1,0,0,0,1,0,0
תבואת,0,0,2,1,0,0,3,0,2
נחל,2,0,1,1,0,0,1,3,11
מעדי,0,0,1,0,0,0,1,0,0
הנרות,0,0,2,0,0,0,1,1,0
ואפית,0,0,1,0,0,0,1,0,0
החלה,0,0,1,0,0,0,1,0,0
מערכות,0,0,1,0,0,0,1,0,0
המערכת,0,0,2,0,0,0,2,0,0
לאזכרה,0,0,1,0,0,0,1,0,0
יערכנו,0,0,1,0,0,0,1,0,0
ואכלהו,0,0,2,0,0,0,2,0,0
ישראלית,0,0,1,0,0,0,1,0,0
וינצו,0,0,1,0,0,0,1,0,0
הישראלית,0,0,2,0,0,0,2,0,0
הישראלי,0,0,1,0,0,0,1,0,0
ויקב,0,0,1,0,0,0,1,0,0
ויקלל,0,0,1,0,0,0,1,0,0
שלמית,0,0,1,0,0,0,1,0,0
לפרש,0,0,1,0,0,0,1,0,0
המקלל,0,0,2,0,0,0,2,0,0
השמעים,0,0,1,0,0,0,1,0,0
ורגמו,0,0,1,0,0,0,1,0,0
ונקב,0,0,1,0,0,0,1,0,0
רגום,0,0,2,0,0,0,1,1,0
כגר,0,0,2,1,0,0,2,1,0
בנקבו,0,0,1,0,0,0,1,0,0
ישלמנה,0,0,2,0,0,0,2,0,0
ויוציאו,0,0,2,0,0,0,1,1,0
וירגמו,0,0,2,0,0,0,1,1,0
ושבתה,0,0,1,0,0,0,1,0,0
תזמר,0,0,2,0,0,0,2,0,0
ספיח,0,0,1,0,0,0,1,0,0
תקצור,0,0,1,0,0,0,1,0,0
ענבי,0,0,1,0,0,0,1,0,1
נזירך,0,0,1,0,0,0,1,0,0
תבצר,0,0,1,0,0,0,1,0,1
ולעבדך,0,0,1,0,0,0,1,0,0
ולאמתך,0,0,1,0,0,0,1,0,0
ולשכירך,0,0,1,0,0,0,1,0,0
ולתושבך,0,0,1,0,0,0,1,0,0
הגרים,0,0,2,0,0,0,2,0,0
ולבהמתך,0,0,1,0,0,0,1,0,0
ולחיה,0,0,1,0,0,0,1,0,0
וספרת,0,0,1,0,0,0,1,0,0
שופר,0,0,2,0,0,0,2,0,0
תעבירו,0,0,3,0,0,0,1,2,0
החמשים,0,0,5,0,0,0,2,3,0
ושבתם,0,0,1,0,0,0,1,0,1
אחזתו,0,0,8,0,0,0,7,1,0
משפחתו,0,0,3,0,0,0,2,1,0
תזרעו,0,0,1,0,0,0,1,0,0
תקצרו,0,0,1,0,0,0,1,0,0
ספיחיה,0,0,1,0,0,0,1,0,0
תבצרו,0,0,1,0,0,0,1,0,0
נזריה,0,0,1,0,0,0,1,0,0
היובל,0,0,4,0,0,0,4,0,0
תמכרו,0,0,1,0,0,0,1,0,0
ממכר,0,0,3,0,0,0,3,0,0
לעמיתך,0,0,1,0,0,0,1,0,0
במספר,0,0,23,0,0,0,3,20,1
תרבה,0,0,2,0,0,0,1,1,1
מקנתו,0,0,4,0,0,0,4,0,0
ולפי,0,0,1,1,0,0,1,1,0
תמעיט,0,0,3,0,0,0,1,2,0
מכר,0,0,3,0,0,0,3,0,1
וישבתם,0,0,4,0,0,0,3,1,3
לבטח,0,0,3,0,0,0,3,0,1
פריה,1,0,1,0,0,0,1,1,0
נאכ,0,0,1,0,0,0,1,0,0
נזרע,0,0,1,0,0,0,1,0,0
תבואתנו,0,0,1,0,0,0,1,0,0
וצויתי,0,0,1,0,0,0,1,0,0
ועשת,0,0,1,0,0,0,1,0,0
התבואה,0,0,2,0,0,0,2,0,0
לשלש,0,0,1,0,0,0,1,0,0
השמינת,0,0,1,0,0,0,1,0,0
ישן,0,0,3,0,0,0,3,0,0
התשיעת,0,0,1,0,0,0,1,0,0
תמכר,0,0,1,0,0,0,1,0,0
לצמתת,0,0,1,0,0,0,1,0,0
ותושבים,0,0,1,0,0,0,1,0,0
גאלה,0,0,3,0,0,0,3,0,0
ימוך,0,0,3,0,0,0,3,0,0
ומכר,0,0,1,0,0,0,1,0,1
מאחזתו,0,0,1,0,0,0,1,0,0
גאלו,0,0,1,0,0,0,1,0,0
וגאל,0,0,1,0,0,0,1,0,0
גאל,0,0,11,0,0,0,4,7,2
והשיגה,0,0,1,0,0,0,1,0,0
ומצא,0,2,2,0,0,0,1,3,1
כדי,0,0,1,0,0,0,1,0,1
גאלתו,0,0,5,0,0,0,5,0,0
ממכרו,0,0,4,0,0,0,4,0,0
לאחזתו,0,0,2,0,0,0,2,0,0
הקנה,0,0,1,0,0,0,1,0,0
ביבל,0,0,4,0,0,0,4,0,0
מושב,0,0,1,0,0,0,1,0,0
חומה,0,0,1,0,0,0,1,0,1
יגאל,0,0,12,0,0,0,11,1,0
לצמיתת,0,0,1,0,0,0,1,0,0
לקנה,0,0,1,0,0,0,1,0,0
לדרתיו,0,0,1,0,0,0,1,0,0
החצרים,0,0,1,0,0,0,1,0,0
וביבל,0,0,1,0,0,0,1,0,0
וערי,0,0,1,0,0,0,1,0,1
ללוים,0,0,15,0,0,0,1,14,0
ועיר,0,0,1,0,0,0,1,0,0
ושדה,0,0,1,0,0,0,1,0,0
מגרש,0,0,1,0,0,0,1,0,0
עריהם,2,0,2,0,0,0,1,3,0
והחזקת,0,0,1,0,0,0,1,0,0
ותרבית,0,0,1,0,0,0,1,0,0
בנשך,0,0,1,0,0,0,1,0,0
ובמרבית,0,0,1,0,0,0,1,0,0
כשכיר,0,0,2,0,0,0,2,0,0
כתושב,0,0,1,0,0,0,1,0,0
אבתיו,0,0,7,0,0,0,1,6,0
ימכרו,0,0,1,0,0,0,1,0,0
ממכרת,0,0,1,0,0,0,1,0,0
תרדה,0,0,2,0,0,0,2,0,0
ועבדך,0,0,1,0,0,0,1,0,5
סביבתיכם,0,0,1,0,0,0,1,0,1
תקנו,0,0,2,0,0,0,2,0,0
התושבים,0,0,1,0,0,0,1,0,0
וממשפחתם,0,0,1,0,0,0,1,0,0
והתנחלתם,0,0,2,0,0,0,1,1,0
לבניכם,0,0,1,0,0,0,1,0,0
תעבדו,0,0,1,0,0,0,1,0,1
ובאחיכם,0,0,1,0,0,0,1,0,0
באחיו,0,0,2,0,0,0,2,0,2
ומך,0,0,1,0,0,0,1,0,0
לגר,0,0,1,0,0,0,1,0,5
לעקר,0,0,1,0,0,0,1,0,0
נמכר,0,0,1,0,0,0,1,0,0
יגאלנו,0,0,3,0,0,0,3,0,0
משאר,0,0,1,0,0,0,1,0,0
ממשפחתו,0,0,2,0,0,0,1,1,0
השיגה,0,0,1,0,0,0,1,0,0
ונגאל,0,0,1,0,0,0,1,0,0
קנהו,0,0,2,0,0,0,2,0,0
משנת,0,0,2,0,0,0,2,0,0
המכרו,0,0,1,0,0,0,1,0,0
בשנים,1,0,2,0,0,0,2,1,0
לפיהן,0,0,1,0,0,0,1,0,0
מכסף,0,0,1,0,0,0,1,0,0
שניו,0,0,1,0,0,0,1,0,0
באלה,0,0,2,0,0,0,2,0,0
אלילם,0,0,1,0,0,0,1,0,0
ופסל,0,0,1,0,0,0,1,0,0
ומצבה,0,0,1,0,0,0,1,0,0
תקימו,0,0,1,0,0,0,1,0,1
משכית,0,0,1,0,0,0,1,0,0
בחקתי,0,0,2,0,0,0,2,0,0
גשמיכם,0,0,1,0,0,0,1,0,0
בעתם,0,0,1,0,0,0,1,0,0
יבולה,0,0,2,0,0,0,2,0,1
והשיג,0,0,1,0,0,0,1,0,0
דיש,0,0,1,0,0,0,1,0,0
בציר,0,0,1,0,0,0,1,0,0
ובציר,0,0,1,0,0,0,1,0,0
ישיג,0,0,1,0,0,0,1,0,0
לחמכם,0,0,3,0,0,0,3,0,0
ושכבתם,0,0,1,0,0,0,1,0,0
מחריד,0,0,1,0,0,0,1,0,1
והשבתי,0,1,1,0,0,0,1,1,0
וחרב,0,0,1,0,0,0,1,0,0
ורדפתם,0,0,1,0,0,0,1,0,0
איביכם,1,0,8,1,0,0,9,1,4
ונפלו,0,0,3,0,0,0,3,0,0
לחרב,0,0,2,0,0,0,2,0,0
ורדפו,0,0,1,0,0,0,1,0,0
ומאה,0,0,16,0,0,0,1,15,0
ירדפו,0,0,1,0,0,0,1,0,0
ופניתי,0,0,1,0,0,0,1,0,0
והקימתי,0,0,1,0,0,0,1,0,0
נושן,0,0,1,0,0,0,1,0,0
וישן,0,0,1,0,0,0,1,0,0
תוציאו,0,0,1,0,0,0,1,0,0
תגעל,0,0,2,0,0,0,2,0,0
והתהלכתי,0,0,1,0,0,0,1,0,0
ואשבר,0,0,1,0,0,0,1,0,0
מטת,0,0,1,0,0,0,1,0,0
ואולך,0,0,1,0,0,0,1,0,1
קוממיות,0,0,1,0,0,0,1,0,0
תמאסו,0,0,1,0,0,0,1,0,0
להפרכם,0,0,1,0,0,0,1,0,0
והפקדתי,0,0,1,0,0,0,1,0,0
בהלה,0,0,1,0,0,0,1,0,0
השחפת,0,0,1,0,0,0,1,0,0
הקדחת,0,0,1,0,0,0,1,0,0
מכלות,0,0,1,0,0,0,1,0,0
ומדיבת,0,0,1,0,0,0,1,0,0
לריק,0,0,2,0,0,0,2,0,0
ונגפתם,0,0,1,0,0,0,1,0,0
שנאיכם,0,0,1,0,0,0,1,0,0
ונסתם,0,0,1,0,0,0,1,0,0
ויספתי,0,0,2,0,0,0,2,0,0
ליסרה,0,0,1,0,0,0,1,0,0
ושברתי,0,0,1,0,0,0,1,0,0
גאון,0,0,1,0,0,0,1,0,0
עזכם,0,0,1,0,0,0,1,0,0
שמיכם,0,0,1,0,0,0,1,0,0
כברזל,0,0,1,0,0,0,1,0,0
כנחשה,0,0,1,0,0,0,1,0,0
ותם,0,0,1,0,0,0,1,0,0
כחכם,0,0,1,0,0,0,1,0,0
קרי,0,0,3,0,0,0,3,0,0
תאבו,0,0,1,0,0,0,1,0,0
לשמע,0,0,1,0,0,0,1,0,5
כחטאתיכם,0,0,1,0,0,0,1,0,0
והשלחתי,0,0,1,0,0,0,1,0,0
ושכלה,0,0,1,0,0,0,1,0,0
והכריתה,0,0,1,0,0,0,1,0,0
בהמתכם,0,0,1,0,0,0,1,0,0
והמעיטה,0,0,1,0,0,0,1,0,0
ונשמו,0,0,1,0,0,0,1,0,0
דרכיכם,0,0,1,0,0,0,1,0,0
תוסרו,0,0,1,0,0,0,1,0,0
והלכתי,0,0,2,0,0,0,2,0,0
בקרי,0,0,2,2,0,0,4,0,0
נקמת,0,0,3,0,0,0,1,2,0
ונאספתם,0,0,1,0,0,0,1,0,0
עריכם,0,0,2,0,0,0,2,0,0
בשברי,0,0,1,0,0,0,1,0,0
ואפו,0,0,1,0,0,0,1,0,0
בחמת,0,0,1,0,0,0,1,0,0
ויסרתי,0,0,1,0,0,0,1,0,0
והשמדתי,0,0,1,0,0,0,1,0,0
במתיכם,0,0,1,0,0,0,1,0,0
חמניכם,0,0,1,0,0,0,1,0,0
פגריכם,0,0,3,0,0,0,1,2,0
פגרי,0,0,1,0,0,0,1,0,0
גלוליכם,0,0,1,0,0,0,1,0,0
וגעלה,0,0,1,0,0,0,1,0,0
והשמותי,0,0,1,0,0,0,1,0,0
מקדשיכם,0,0,1,0,0,0,1,0,0
אריח,0,0,1,0,0,0,1,0,0
בריח,0,0,1,0,0,0,1,0,0
ניחחכם,0,0,1,0,0,0,1,0,0
והשמתי,0,0,1,0,0,0,1,0,0
ושממו,0,0,1,0,0,0,1,0,0
הישבים,0,0,1,0,0,0,1,0,6
ואתכם,0,0,2,0,0,0,1,1,1
אזרה,0,0,1,0,0,0,1,0,0
בגוים,0,0,2,0,0,0,2,0,2
והריקתי,0,0,1,0,0,0,1,0,0
ועריכם,0,0,1,0,0,0,1,0,0
תרצה,0,0,2,0,0,0,1,1,1
שבתתיה,0,0,2,1,0,0,3,0,0
הש,0,0,2,0,0,0,2,0,0
והרצת,0,0,1,0,0,0,1,0,0
שבתה,0,0,1,0,0,0,1,0,0
בשבתתיכם,0,0,1,0,0,0,1,0,0
בשבתכם,0,0,1,0,0,0,1,0,0
מרך,0,0,1,0,0,0,1,0,0
בלבבם,0,0,1,0,0,0,1,0,0
בארצת,0,0,1,1,0,0,2,0,0
איביהם,0,0,1,2,0,0,3,0,0
נדף,0,0,1,0,0,0,1,0,0
ונסו,0,0,1,0,0,0,1,0,0
מנסת,0,0,1,0,0,0,1,0,0
וכשלו,0,0,1,0,0,0,1,0,0
כמפני,0,0,1,0,0,0,1,0,0
תקומה,0,0,1,0,0,0,1,0,0
ואבדתם,0,0,2,0,0,0,1,1,2
והתודו,0,0,1,1,0,0,1,1,0
והמשפטים,0,0,2,0,0,0,1,1,5
והתורת,0,0,1,0,0,0,1,0,0
יפלא,0,0,2,0,0,0,1,1,1
ערכך,0,0,12,0,0,0,12,0,0
הזכר,0,0,3,0,0,0,3,0,1
מך,0,0,1,0,0,0,1,0,0
מערכך,0,0,2,0,0,0,2,0,0
והעמידו,0,0,1,0,0,0,1,0,0
והעריך,0,0,2,0,0,0,2,0,0
הנדר,0,0,1,0,0,0,1,0,0
יעריכנו,0,0,1,0,0,0,1,0,0
יחליפנו,0,0,1,0,0,0,1,0,0
ימיר,0,0,2,0,0,0,2,0,0
המר,0,0,2,0,0,0,2,0,0
ותמורתו,0,0,2,0,0,0,2,0,0
כערכך,0,0,2,0,0,0,2,0,0
יגאלנה,0,0,1,0,0,0,1,0,0
והעריכו,0,0,1,0,0,0,1,0,0
יעריך,0,0,1,0,0,0,1,0,0
המקדיש,0,0,2,0,0,0,2,0,0
משדה,0,0,2,0,0,0,2,0,0
יקדיש,0,0,5,0,0,0,5,0,0
ונגרע,0,0,1,0,0,0,1,0,0
חמשית,0,0,1,0,0,0,1,0,0
כשדה,0,0,1,0,0,0,1,0,0
החרם,0,0,1,0,0,0,1,0,5
מכסת,0,0,1,0,0,0,1,0,0
הערכך,0,0,2,0,0,0,2,0,0
יבכר,0,0,1,0,0,0,1,0,0
הטמאה,0,0,2,0,0,0,1,1,1
ופדה,0,0,1,0,0,0,1,0,0
חמשתו,0,0,1,0,0,0,1,0,0
ובהמה,0,0,1,0,0,0,1,0,0
ומשדה,0,0,1,0,0,0,1,0,0
יפדה,0,0,1,0,0,0,1,0,0
ממעשרו,0,0,1,0,0,0,1,0,0
השבט,0,0,1,0,0,0,1,0,0
ימירנו,0,0,2,0,0,0,2,0,0
לגלגלתם,0,0,4,0,0,0,0,4,0
צבא,0,0,27,0,0,0,0,27,2
תפקדו,0,0,2,0,0,0,0,2,0
לצבאתם,0,0,14,2,0,0,0,16,0
יעמדו,0,0,1,0,0,0,0,1,2
לראובן,0,0,1,0,0,0,0,1,0
אליצור,0,0,5,0,0,0,0,5,0
שדיאור,0,0,5,0,0,0,0,5,0
לשמעון,0,0,1,0,0,0,0,1,0
שלמיאל,0,0,5,0,0,0,0,5,0
צורישדי,0,0,3,0,0,0,0,3,0
