verse_id,syntax_signature,source
Tanakh.Torah.Exodus.12.36,0:nsubj->1|1:root->-1|2:case:acc->4|3:punct->4|4:obj->1|5:compound:smixut->4|6:obl->1|7:compound:smixut->6|8:conj->1|9:conj->8|10:case:acc->12|11:punct->12|12:obj->9|13:punct->1,E
Tanakh.Torah.Exodus.12.37,0:root->-1|1:nmod->3|2:punct->1|3:compound:smixut->1|4:obl->0|5:flat->4|6:nummod->9|7:punct->8|8:compound:smixut->6|9:nummod->10|10:compound:smixut->5|11:compound:smixut->10|12:case->13|13:nmod->10|14:punct->0,none
Tanakh.Torah.Exodus.12.38,0:advmod->2|1:punct->0|2:conj->4|3:amod->2|4:root->-1|5:nsubj->4|6:conj->5|7:conj->5|8:compound:smixut->7|9:amod->8|10:advmod->9|11:punct->4,none
Tanakh.Torah.Exodus.12.39,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:mark->5|5:acl:relcl->3|6:obl->5|7:obj->5|8:compound:smixut->7|9:mark->11|10:advmod->11|11:obj->14|12:mark->17|13:punct->14|14:acl:relcl->11|15:obl->14|16:advmod->17|17:conj->14|18:xcomp->17|19:advmod->21|20:punct->21|21:nsubj->24|22:advmod->24|23:punct->24|24:conj->14|25:obl->24|26:punct->24,none
Tanakh.Torah.Exodus.12.40,0:root->-1|1:compound:smixut->0|2:compound:smixut->1|3:mark->4|4:acl:relcl->0|5:obl->4|6:nummod->7|7:dep->4|8:conj->9|9:nummod->7|10:conj->7|11:punct->0,P
Tanakh.Torah.Exodus.12.41,0:root->-1|1:obl->0|2:nummod->3|3:compound:smixut->1|4:conj->5|5:nummod->3|6:conj->3|7:conj->1|8:obl->7|9:compound:smixut->8|10:det->9|11:case:gen->14|12:det->14|13:punct->12|14:compound:smixut->8|15:compound:smixut->14|16:nmod->14|17:compound:smixut->16|18:punct->0,P
Tanakh.Torah.Exodus.12.42,0:nsubj:cop->9|1:compound:smixut->0|2:cop->9|3:root->-1|4:appos->3|5:obl->4|6:compound:smixut->5|7:cop->9|8:punct->7|9:parataxis->4|10:det->9|11:nmod->9|12:nmod->11|13:det->15|14:punct->15|15:nmod->12|16:compound:smixut->15|17:nmod->15|18:punct->9,P
Tanakh.Torah.Exodus.12.43,0:root->-1|1:nsubj->0|2:case->4|3:punct->4|4:obl->0|5:conj->4|6:obj->0|7:conj->0|8:compound:smixut->7|9:obj->16|10:punct->11|11:obj->16|12:punct->11|13:compound:smixut->11|14:advmod->16|15:punct->16|16:conj->0|17:obl->16|18:punct->16,P
Tanakh.Torah.Exodus.12.44,0:det->2|1:punct->0|2:nsubj->10|3:nsubj->4|4:acl->3|5:punct->6|6:obj->4|7:conj->10|8:obj->7|9:advmod->10|10:root->-1|11:obl->10|12:punct->10,P
Tanakh.Torah.Exodus.12.45,0:nsubj->4|1:conj->0|2:advmod->4|3:punct->2|4:root->-1|5:punct->6|6:obl->4|7:punct->4,P
Tanakh.Torah.Exodus.12.46,0:obl->2|1:nummod->0|2:root->-1|3:advmod->2|4:punct->5|5:parataxis->2|6:case->8|7:punct->8|8:obl->5|9:case->11|10:punct->11|11:obj->5|12:advmod->5|13:nsubj->15|14:advmod->15|15:conj->5|16:punct->15|17:obl->15|18:punct->2,P
Tanakh.Torah.Exodus.12.47,0:det->2|1:punct->0|2:nsubj->4|3:compound:smixut->2|4:root->-1|5:obj->4|6:punct->4,P
Tanakh.Torah.Exodus.12.48,0:mark->2|1:punct->2|2:root->-1|3:obl->2|4:nsubj->2|5:conj->2|6:obj->5|7:obl->2|8:acl:relcl->7|9:obl->8|10:det->12|11:punct->10|12:obl->8|13:advmod->24|14:conj->8|15:obl->14|16:conj->14|17:obl->14|18:compound:smixut->17|19:nsubj->24|20:punct->19|21:nsubj->24|22:advmod->24|23:punct->24|24:conj->8|25:obl->24|26:punct->2,P
Tanakh.Torah.Exodus.12.49,0:nsubj->2|1:nummod->0|2:root->-1|3:obl->2|4:conj->3|5:acl:relcl->4|6:obl->5|7:punct->2,P
Tanakh.Torah.Exodus.12.50,0:root->-1|1:det->3|2:punct->3|3:obj->0|4:compound:smixut->3|5:mark->6|6:advcl->0|7:nsubj->6|8:case:acc->10|9:punct->10|10:obj->6|11:case:acc->13|12:punct->13|13:conj->10|14:advmod->15|15:conj->0|16:punct->15,R
Tanakh.Torah.Exodus.12.51,0:root->-1|1:obl->0|2:compound:smixut->1|3:det->2|4:parataxis->0|5:nsubj->4|6:case:acc->8|7:punct->8|8:obj->4|9:compound:smixut->8|10:obl->4|11:compound:smixut->10|12:case->14|13:punct->12|14:obl->4|15:punct->4,R
Tanakh.Torah.Exodus.13.1,0:root->-1|1:nsubj->0|2:case->4|3:punct->4|4:obl->0|5:xcomp->0|6:punct->0,E
Tanakh.Torah.Exodus.13.2,0:root->-1|1:punct->3|2:obl->0|3:obj->0|4:punct->3|5:obj->0|6:flat->0|7:det->9|8:punct->7|9:obj->6|10:obl->6|11:compound:smixut->10|12:nmod->0|13:conj->12|14:nmod->13|15:cop->13|16:punct->0,E
Tanakh.Torah.Exodus.13.3,0:root->-1|1:nsubj->0|2:case->4|3:punct->2|4:obj->0|5:xcomp->0|6:case:acc->8|7:punct->8|8:obj->0|9:det->8|10:mark->11|11:acl:relcl->8|12:obl->11|13:obl->11|14:compound:smixut->13|15:mark->18|16:obl->18|17:compound:smixut->16|18:ccomp->0|19:nsubj->18|20:obj->18|21:obl->18|22:advmod->23|23:conj->18|24:obj->23|25:punct->0,E
Tanakh.Torah.Exodus.13.4,0:advmod->2|1:nsubj->2|2:root->-1|3:obl->2|4:compound:smixut->3|5:punct->2,E
Tanakh.Torah.Exodus.13.5,0:conj->3|1:mark->3|2:punct->3|3:root->-1|4:nsubj->3|5:obl->3|6:punct->7|7:obl->3|8:compound:smixut->7|9:conj->8|10:conj->20|11:conj->8|12:conj->8|13:mark->14|14:acl:relcl->11|15:obl->14|16:xcomp->14|17:obl->16|18:obj->16|19:acl:relcl->18|20:compound:smixut->19|21:conj->20|22:conj->3|23:case:acc->25|24:obj->22|25:obj->22|26:det->25|27:obl->3|28:det->27|29:punct->0,E
Tanakh.Torah.Exodus.13.6,0:nummod->1|1:obl->2|2:root->-1|3:obl->2|4:obl->2|5:amod->4|6:appos->4|7:obl->6|8:punct->2,E
Tanakh.Torah.Exodus.13.7,0:nsubj->1|1:root->-1|2:case:acc->4|3:nummod->4|4:obl->1|5:advmod->7|6:punct->5|7:conj->1|8:obl->7|9:obj->7|10:advmod->12|11:punct->10|12:conj->1|13:obl->12|14:obj->12|15:det->17|16:punct->15|17:nsubj->12|18:punct->1,E
Tanakh.Torah.Exodus.13.8,0:root->-1|1:obl->0|2:obl->0|3:det->2|4:xcomp->0|5:case->6|6:obl->7|7:ccomp->4|8:nsubj->7|9:obl->7|10:obl->7|11:nmod->10|12:punct->7,E
Tanakh.Torah.Exodus.13.9,0:root->-1|1:obl->0|2:obl->0|3:case->5|4:punct->3|5:fixed->3|6:conj->2|7:case->8|8:nmod->6|9:case->10|10:cop->2|11:obj->10|12:compound:smixut->11|13:obl->0|14:mark->17|15:obl->17|16:amod->15|17:obl->0|18:nsubj->17|19:obl->17|20:punct->0,E
Tanakh.Torah.Exodus.13.10,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:det->3|5:nmod->3|6:nmod->5|7:advmod->6|8:punct->0,E
Tanakh.Torah.Exodus.13.11,0:root->-1|1:mark->3|2:punct->3|3:ccomp->0|4:nsubj->3|5:case->7|6:punct->7|7:obl->3|8:compound:smixut->7|9:mark->10|10:advcl->3|11:obl->10|12:conj->11|13:conj->10|14:obl->13|15:punct->3,E
Tanakh.Torah.Exodus.13.12,0:root->-1|1:compound:smixut->3|2:punct->1|3:compound:smixut->0|4:punct->1|5:compound:smixut->0|6:nmod->0|7:det->9|8:punct->7|9:conj->6|10:punct->9|11:conj->6|12:compound:smixut->11|13:mark->14|14:acl:relcl->11|15:obl->14|16:nsubj->14|17:obl->14|18:punct->14,E
Tanakh.Torah.Exodus.13.13,0:det->2|1:punct->0|2:root->-1|3:obj->2|4:acl:relcl->3|5:obl->4|6:mark->9|7:punct->6|8:advmod->9|9:conj->5|10:conj->9|11:det->12|12:nsubj->9|13:compound:smixut->12|14:nmod->13|15:nmod->13|16:punct->2,E
Tanakh.Torah.Exodus.13.14,0:conj->3|1:mark->3|2:punct->3|3:root->-1|4:nsubj->3|5:advmod->6|6:xcomp->3|7:det->9|8:punct->9|9:obj->6|10:conj->3|11:obl->10|12:obl->10|13:compound:smixut->12|14:parataxis->10|15:vocative->10|16:obl->14|17:obl->14|18:compound:smixut->17|19:punct->0,E
Tanakh.Torah.Exodus.13.15,0:root->-1|1:mark->3|2:punct->1|3:obl->0|4:nsubj->3|5:xcomp->3|6:conj->3|7:nsubj->3|8:det->10|9:punct->8|10:obj->6|11:obl->6|12:compound:smixut->11|13:obl->6|14:compound:smixut->13|15:case->17|16:punct->15|17:obl->6|18:compound:smixut->17|19:case->21|20:punct->21|21:obl->23|22:nsubj->23|23:conj->3|24:obl->23|25:det->27|26:punct->25|27:compound:smixut->25|28:obj->27|29:compound:smixut->27|30:det->27|31:punct->30|32:obl->0|33:acl->29|34:compound:smixut->33|35:punct->0,E
Tanakh.Torah.Exodus.13.16,0:cop->1|1:root->-1|2:case->4|3:punct->2|4:nmod->1|5:conj->1|6:case->7|7:obl->4|8:mark->11|9:obl->11|10:compound:smixut->9|11:advcl->1|12:nsubj->11|13:obl->11|14:punct->11,E
Tanakh.Torah.Exodus.13.17,0:root->-1|1:nsubj->0|2:nsubj->0|3:case:acc->5|4:punct->5|5:obj->2|6:advmod->8|7:punct->6|8:conj->0|9:nsubj->8|10:case->11|11:obl->8|12:compound:smixut->11|13:mark->14|14:advcl->0|15:cop->14|16:mark->18|17:punct->18|18:parataxis->0|19:nsubj->18|20:advmod->22|21:punct->20|22:ccomp->18|23:nsubj->24|24:ccomp->18|25:obj->24|26:conj->24|27:obl->26|28:punct->0,E
Tanakh.Torah.Exodus.13.18,0:root->-1|1:nsubj->0|2:punct->0|3:case:acc->5|4:punct->5|5:obj->0|6:case->7|7:obl->0|8:appos->7|9:punct->10|10:compound:smixut->8|11:conj->10|12:parataxis->0|13:dep->15|14:punct->13|15:obj->12|16:obl->12|17:compound:smixut->16|18:punct->12,E
Tanakh.Torah.Exodus.13.19,0:root->-1|1:nsubj->0|2:case:acc->4|3:punct->4|4:obj->0|5:compound:smixut->4|6:obl->0|7:mark->9|8:nsubj->22|9:advcl->0|10:case:acc->12|11:punct->12|12:obj->9|13:compound:smixut->12|14:xcomp->9|15:obj->14|16:ccomp->14|17:nsubj->16|18:obj->16|19:conj->14|20:case:acc->24|21:punct->19|22:obj->16|23:obl->22|24:obj->19|25:punct->0,E
Tanakh.Torah.Exodus.13.20,0:root->-1|1:obj->0|2:conj->0|3:conj->0|4:obl->3|5:compound:smixut->4|6:punct->0,R
Tanakh.Torah.Exodus.13.21,0:conj->1|1:root->-1|2:obl->1|3:nsubj->1|4:obl->1|5:compound:smixut->4|6:obl->1|7:compound:smixut->6|8:conj->7|9:obl->1|10:compound:smixut->9|11:acl->9|12:obl->11|13:xcomp->11|14:obl:tmod->13|15:conj->14|16:punct->1,J
Tanakh.Torah.Exodus.13.22,0:advmod->2|1:punct->0|2:root->-1|3:nsubj->2|4:compound:smixut->3|5:parataxis->3|6:conj->5|7:compound:smixut->6|8:conj->5|9:case->10|10:nmod->5|11:punct->2,J
Tanakh.Torah.Exodus.14.1,0:root->-1|1:nsubj->0|2:case->4|3:punct->4|4:obl->0|5:xcomp->0|6:punct->0,P
Tanakh.Torah.Exodus.14.2,0:root->-1|1:compound:smixut->3|2:punct->3|3:compound:smixut->0|4:compound:smixut->3|5:conj->0|6:conj->5|7:case->9|8:obl->5|9:obl->5|10:case->11|11:obl->5|12:case->13|13:conj->11|14:case->15|15:obl->18|16:compound:smixut->15|17:conj->5|18:nsubj->17|19:case->21|20:punct->21|21:obl->18|22:punct->17,P
Tanakh.Torah.Exodus.14.3,0:root->-1|1:nsubj->0|2:obl->0|3:compound:smixut->2|4:compound:smixut->2|5:cop->4|6:nmod->7|7:ccomp->0|8:nmod->7|9:nsubj->7|10:punct->0,P
Tanakh.Torah.Exodus.14.4,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:punct->3|5:compound:smixut->3|6:conj->3|7:obl->6|8:conj->6|9:obl->8|10:det->12|11:punct->12|12:obl->8|13:conj->6|14:obj->13|15:mark->13|16:punct->17|17:nsubj->13|18:ccomp->13|19:conj->18|20:punct->21|21:obj->19|22:punct->0,P
Tanakh.Torah.Exodus.14.5,0:root->-1|1:obl->0|2:compound:smixut->1|3:mark->4|4:ccomp->0|5:nsubj->4|6:conj->4|7:obj->4|8:nsubj->4|9:conj->8|10:case->12|11:punct->12|12:nmod->9|13:conj->4|14:obj->17|15:punct->14|16:obj->17|17:ccomp->0|18:mark->20|19:punct->20|20:advcl->17|21:case:acc->23|22:punct->23|23:obj->20|24:nmod->23|25:punct->0,J
Tanakh.Torah.Exodus.14.6,0:root->-1|1:case:acc->3|2:punct->3|3:obj->0|4:case:acc->6|5:punct->6|6:conj->3|7:conj->0|8:obl->7|9:punct->0,J
Tanakh.Torah.Exodus.14.7,0:root->-1|1:nummod->3|2:punct->3|3:nummod->4|4:obj->0|5:compound:smixut->4|6:det->7|7:conj->4|8:compound:smixut->7|9:conj->8|10:case->12|11:punct->12|12:obl->0|13:punct->0,J
Tanakh.Torah.Exodus.14.8,0:root->-1|1:nsubj->0|2:case:acc->4|3:punct->4|4:obj->0|5:compound:smixut->4|6:appos->5|7:compound:smixut->6|8:conj->0|9:case->10|10:obl->8|11:compound:smixut->10|12:conj->10|13:compound:smixut->12|14:conj->0|15:obl->14|16:compound:smixut->15|17:punct->14,P
Tanakh.Torah.Exodus.14.9,0:root->-1|1:nsubj->0|2:obl->0|3:conj->0|4:obj->3|5:obj->3|6:case->8|7:punct->8|8:obl->3|9:det->11|10:punct->8|11:obj->3|12:compound:smixut->11|13:compound:smixut->12|14:conj->0|15:conj->3|16:case->19|17:punct->18|18:fixed->16|19:obj->15|20:case->21|21:obl->15|22:compound:smixut->21|23:punct->0,none
Tanakh.Torah.Exodus.14.10,0:nsubj->1|1:root->-1|2:conj->1|3:nsubj->1|4:punct->3|5:compound:smixut->3|6:case:acc->8|7:punct->8|8:obj->1|9:advmod->10|10:nsubj->12|11:punct->10|12:conj->1|13:obl->12|14:conj->12|15:advmod->14|16:conj->1|17:nsubj->19|18:punct->17|19:compound:smixut->17|20:case->19|21:punct->20|22:obl->16|23:punct->1,none
Tanakh.Torah.Exodus.14.11,0:root->-1|1:case->3|2:punct->3|3:obl->0|4:acl:relcl->3|5:ccomp->0|6:punct->7|7:nsubj->5|8:nmod->7|9:ccomp->0|10:xcomp->9|11:obl->10|12:obj->15|13:punct->12|14:obj->15|15:ccomp->0|16:obl->15|17:xcomp->15|18:obl->17|19:punct->15,E
Tanakh.Torah.Exodus.14.12,0:advmod->3|1:punct->0|2:nsubj->3|3:root->-1|4:mark->5|5:acl:relcl->3|6:obl->5|7:obl->5|8:xcomp->5|9:acl:relcl->3|10:obl->9|11:conj->9|12:case:acc->14|13:punct->14|14:obj->11|15:mark->16|16:ccomp->8|17:obl->16|18:dep->16|19:case:acc->21|20:punct->21|21:obj->18|22:obl->18|23:nmod->22|24:punct->3,E
Tanakh.Torah.Exodus.14.13,0:root->-1|1:nsubj->0|2:case->4|3:punct->4|4:obl->0|5:case->4|6:punct->5|7:ccomp->0|8:ccomp->0|9:conj->8|10:case:acc->24|11:punct->12|12:obj->9|13:compound:smixut->12|14:mark->16|15:punct->16|16:ccomp->0|17:obl->16|18:advmod->16|19:mark->21|20:mark->21|21:advcl->16|22:case:acc->24|23:punct->24|24:obj->21|25:advmod->24|26:advmod->27|27:advcl->8|28:obl->27|29:advmod->26|30:case->32|31:punct->30|32:obl->28|33:punct->0,J
Tanakh.Torah.Exodus.14.14,0:nsubj->1|1:root->-1|2:obl->1|3:nsubj->4|4:conj->1|5:punct->1,J
Tanakh.Torah.Exodus.14.15,0:root->-1|1:nsubj->0|2:case->4|3:punct->4|4:obl->0|5:obj->7|6:punct->7|7:ccomp->0|8:obl->7|9:obl->7|10:case->12|11:punct->12|12:obl->7|13:punct->12|14:compound:smixut->12|15:conj->7|16:punct->0,P
Tanakh.Torah.Exodus.14.16,0:nsubj->1|1:root->-1|2:case:acc->4|3:punct->4|4:obj->1|5:conj->1|6:case:acc->4|7:punct->8|8:obj->5|9:case->11|10:punct->11|11:obl->5|12:conj->11|13:conj->1|14:nmod->16|15:punct->14|16:compound:smixut->13|17:case->18|18:obl->13|19:obl->13|20:punct->1,P
Tanakh.Torah.Exodus.14.17,0:nsubj->2|1:aux->2|2:root->-1|3:case:acc->5|4:punct->5|5:obj->2|6:compound:smixut->5|7:conj->2|8:obl->7|9:conj->2|10:obl->9|11:det->13|12:punct->11|13:conj->10|14:obl->9|15:conj->14|16:punct->2,P
Tanakh.Torah.Exodus.14.18,0:root->-1|1:nsubj->0|2:mark->5|3:punct->4|4:nsubj->0|5:dislocated->1|6:nmod->5|7:obl->6|8:obl->6|9:conj->8|10:punct->0,P
Tanakh.Torah.Exodus.14.19,0:root->-1|1:nsubj->0|2:compound:smixut->1|3:acl:relcl->1|4:case->5|5:obl->7|6:compound:smixut->5|7:conj->0|8:obl->7|9:conj->7|10:nsubj->9|11:compound:smixut->10|12:obl->9|13:conj->7|14:obl->13|15:punct->0,none
Tanakh.Torah.Exodus.14.20,0:root->-1|1:case->3|2:obl->0|3:obj->0|4:compound:smixut->3|5:case->6|6:conj->3|7:compound:smixut->6|8:conj->0|9:nsubj->8|10:conj->9|11:conj->9|12:case:acc->14|13:punct->15|14:obj->11|15:advmod->17|16:punct->15|17:conj->9|18:nmod:npmod->17|19:case->21|20:punct->21|21:nmod->18|22:det->24|23:punct->21|24:nmod->18|25:punct->0,none
Tanakh.Torah.Exodus.14.21,0:root->-1|1:nsubj->0|2:case:acc->4|3:punct->4|4:obj->0|5:case->7|6:punct->7|7:obl->0|8:conj->0|9:nsubj->8|10:punct->13|11:case:acc->13|12:punct->13|13:obj->0|14:obl->0|15:compound:smixut->14|16:compound:smixut->14|17:det->19|18:punct->19|19:obl:tmod->20|20:conj->0|21:case:acc->23|22:punct->23|23:obj->20|24:obl->20|25:conj->20|26:obj->20|27:punct->0,none
Tanakh.Torah.Exodus.14.22,0:root->-1|1:nmod->3|2:punct->1|3:compound:smixut->1|4:case->5|5:obl->0|6:obl->0|7:nsubj->9|8:nmod->7|9:compound:smixut->7|10:nmod->9|11:conj->6|12:punct->0,P
Tanakh.Torah.Exodus.14.23,0:root->-1|1:nsubj->0|2:conj->0|3:obl->2|4:det->5|5:obj->2|6:compound:smixut->5|7:acl->5|8:conj->5|9:case->12|10:punct->9|11:fixed->9|12:orphan->8|13:punct->0,P
Tanakh.Torah.Exodus.14.24,0:root->-1|1:obl->0|2:compound:smixut->1|3:conj->1|4:nsubj->3|5:case->7|6:punct->7|7:obl->3|8:compound:smixut->7|9:obl->3|10:compound:smixut->9|11:conj->10|12:conj->0|13:case:acc->14|14:obj->12|15:compound:smixut->14|16:punct->0,J
Tanakh.Torah.Exodus.14.25,0:root->-1|1:case:acc->2|2:obj->0|3:obj->0|4:obl->0|5:obl->4|6:conj->4|7:nsubj->6|8:xcomp->6|9:case->10|10:obl->8|11:mark->13|12:nsubj->13|13:ccomp->6|14:obl->13|15:obl->13,none
Tanakh.Torah.Exodus.14.26,0:root->-1|1:nsubj->0|2:case->4|3:punct->4|4:obl->0|5:ccomp->0|6:case:acc->8|7:punct->8|8:obj->5|9:case->11|10:punct->11|11:obl->5|12:conj->0|13:nsubj->12|14:case->16|15:punct->16|16:obl->12|17:case->19|18:punct->17|19:obl->12|20:case->19|21:punct->20|22:conj->19|23:punct->0,none
Tanakh.Torah.Exodus.14.27,0:root->-1|1:nsubj->0|2:case:acc->4|3:punct->4|4:obj->0|5:case->7|6:punct->7|7:obl->0|8:conj->0|9:nsubj->8|10:case->9|11:obl->10|12:obl->10|13:conj->8|14:nsubj->8|15:obl->0|16:conj->0|17:nsubj->16|18:case:acc->20|19:punct->20|20:obj->16|21:case->22|22:obl->16|23:punct->0,none
Tanakh.Torah.Exodus.14.28,0:root->-1|1:nsubj->0|2:conj->0|3:case:acc->5|4:punct->5|5:obj->2|6:case:acc->8|7:punct->8|8:conj->5|9:det->10|10:obj->2|11:compound:smixut->10|12:acl:relcl->10|13:obl->12|14:obl->17|15:advmod->17|16:punct->17|17:parataxis->0|18:obl->17|19:case->21|20:punct->19|21:obl->17|22:punct->17,P
Tanakh.Torah.Exodus.14.29,0:nsubj->2|1:compound:smixut->0|2:root->-1|3:obl->2|4:case->5|5:obl->2|6:conj->2|7:nmod->6|8:compound:smixut->6|9:nmod->8|10:conj->5,P
Tanakh.Torah.Exodus.14.30,0:root->-1|1:nsubj->0|2:obl->0|3:det->2|4:case:acc->6|5:punct->6|6:obj->0|7:det->6|8:nsubj->0|9:conj->0|10:obj->9|11:case:acc->13|12:punct->13|13:obj->9|14:parataxis->0|15:case->17|16:punct->17|17:obl->14|18:compound:smixut->17|19:punct->0,J
Tanakh.Torah.Exodus.14.31,0:root->-1|1:nsubj->0|2:case:acc->4|3:punct->4|4:obj->0|5:amod->4|6:mark->7|7:acl:relcl->4|8:nsubj->7|9:obl->7|10:conj->7|11:nsubj->10|12:case:acc->11|13:obj->10|14:nsubj->7|15:conj->10|16:obl->18|17:nsubj->18|18:obl->15|19:punct->0,J
Tanakh.Torah.Exodus.15.1,0:advmod->1|1:root->-1|2:punct->3|3:vocative->1|4:conj->3|5:compound:smixut->4|6:case:acc->8|7:punct->8|8:obj->1|9:det->8|10:obl->1|11:conj->1|12:xcomp->11|13:ccomp->12|14:obl->13|15:mark->17|16:punct->15|17:amod->19|18:amod->19|19:obj->13|20:conj->19|21:advmod->20|22:obl->20|23:punct->1,J
Tanakh.Torah.Exodus.15.2,0:root->-1|1:conj->0|2:conj->0|3:conj->0|4:punct->3|5:obl->3|6:obl->0|7:expl->8|8:nmod->7|9:conj->8|10:conj->8|11:compound:smixut->10|12:conj->8|13:punct->0,J
Tanakh.Torah.Exodus.15.3,0:nsubj->1|1:root->-1|2:compound:smixut->1|3:nsubj->4|4:parataxis->1|5:punct->1,J
Tanakh.Torah.Exodus.15.4,0:nsubj->3|1:compound:smixut->0|2:conj->0|3:root->-1|4:obl->3|5:conj->3|6:nsubj->7|7:acl:relcl->5|8:obl->7|9:punct->10|10:compound:smixut->8|11:punct->3,J
Tanakh.Torah.Exodus.15.5,0:dep->1|1:root->-1|2:dep->1|3:obl->2|4:nmod->6|5:punct->6|6:nmod->3|7:punct->2,J
Tanakh.Torah.Exodus.15.6,0:vocative->2|1:vocative->0|2:amod->1|3:obl->2|4:compound:smixut->3|5:vocative->2|6:root->-1|7:obj->6|8:punct->6,J
Tanakh.Torah.Exodus.15.7,0:obl->2|1:compound:smixut->0|2:root->-1|3:obl->2|4:nsubj->2|5:obj->4|6:parataxis->2|7:obl->6|8:punct->6,J
Tanakh.Torah.Exodus.15.8,0:obl->2|1:compound:smixut->0|2:root->-1|3:nsubj->2|4:advcl->2|5:case->7|6:punct->5|7:obl->4|8:compound:smixut->7|9:compound:smixut->7|10:conj->7|11:nmod->7|12:punct->13|13:compound:smixut->11|14:punct->2,J
Tanakh.Torah.Exodus.15.9,0:root->-1|1:nsubj->0|2:compound:smixut->1|3:compound:smixut->1|4:ccomp->0|5:obj->6|6:ccomp->0|7:obj->6|8:obj->6|9:flat:name->8|10:advcl->6|11:obl->10|12:punct->0,J
Tanakh.Torah.Exodus.15.10,0:root->-1|1:obl->0|2:obl->0|3:compound:smixut->2|4:parataxis->0|5:obl->4|6:nmod->5|7:amod->6|8:punct->0,J
Tanakh.Torah.Exodus.15.11,0:root->-1|1:punct->0|2:obl->0|3:nmod->2|4:compound:smixut->3|5:nsubj->6|6:nmod->5|7:amod->6|8:obl->7|9:amod->6|10:compound:smixut->6|11:compound:smixut->6|12:obj->11|13:punct->0,J
Tanakh.Torah.Exodus.15.12,0:nsubj->2|1:compound:smixut->0|2:root->-1|3:obj->2|4:punct->2,J
Tanakh.Torah.Exodus.15.13,0:root->-1|1:obl->0|2:case->4|3:punct->4|4:det->2|5:conj->0|6:conj->0|7:obl->5|8:case->10|9:punct->10|10:appos->5|11:nsubj->10|12:punct->0,J
Tanakh.Torah.Exodus.15.14,0:root->-1|1:obj->0|2:amod->1|3:nsubj->2|4:compound:smixut->3|5:acl->3|6:compound:smixut->5|7:punct->0,J
Tanakh.Torah.Exodus.15.15,0:advmod->1|1:root->-1|2:nsubj->1|3:compound:smixut->2|4:appos->2|5:compound:smixut->4|6:advcl->1|7:obj->6|8:conj->6|9:det->10|10:nsubj->8|11:compound:smixut->10|12:punct->1,J
Tanakh.Torah.Exodus.15.16,0:root->-1|1:obl->0|2:obj->0|3:conj->2|4:obl->0|5:compound:smixut->4|6:obl->0|7:obl->6|8:compound:smixut->7|9:punct->8|10:acl:relcl->7|11:obl->10|12:obl->0|13:mark->15|14:punct->13|15:obl->6|16:obj->19|17:punct->13|18:nsubj->15|19:parataxis->15|20:punct->0,J
Tanakh.Torah.Exodus.15.17,0:root->-1|1:conj->0|2:obl->0|3:compound:smixut->2|4:compound:smixut->2|5:nmod->4|6:compound:smixut->2|7:nsubj->10|8:compound:smixut->2|9:nsubj->10|10:parataxis->8|11:nsubj->10|12:punct->0,J
Tanakh.Torah.Exodus.15.18,0:nsubj->2|1:conj->0|2:root->-1|3:obl->2|4:obl->2|5:punct->2,J
Tanakh.Torah.Exodus.15.19,0:mark->1|1:root->-1|2:nsubj->1|3:compound:smixut->2|4:obl->1|5:conj->4|6:nmod->4|7:conj->1|8:nsubj->9|9:appos->7|10:case:acc->12|11:punct->12|12:obj->9|13:compound:smixut->12|14:nsubj->16|15:compound:smixut->14|16:conj->9|17:obl->16|18:case->19|19:obl->16|20:punct->1,R
Tanakh.Torah.Exodus.15.20,0:root->-1|1:nsubj->0|2:appos->1|3:appos->1|4:compound:smixut->3|5:case:acc->7|6:punct->7|7:obj->0|8:obl->0|9:conj->0|10:det->12|11:punct->10|12:nsubj->9|13:obl->9|14:obl->9|15:conj->14|16:punct->0,E
Tanakh.Torah.Exodus.15.21,0:root->-1|1:obl->0|2:nsubj->0|3:acl:relcl->2|4:obl->3|5:mark->7|6:punct->5|7:amod->5|8:amod->5|9:advmod->7|10:conj->9|11:advmod->10|12:obl->10|13:punct->0,E
Tanakh.Torah.Exodus.15.22,0:root->-1|1:nsubj->0|2:case:acc->4|3:punct->4|4:obj->0|5:nmod->4|6:punct->7|7:compound:smixut->5|8:conj->0|9:case->11|10:punct->11|11:obl->8|12:punct->11|13:compound:smixut->11|14:conj->0|15:nummod->17|16:punct->17|17:obl:tmod->14|18:obl->14|19:advmod->21|20:punct->19|21:conj->14|22:obj->21|23:punct->0,none
Tanakh.Torah.Exodus.15.23,0:root->-1|1:nsubj->0|2:advmod->3|3:aux->4|4:xcomp->3|5:obj->4|6:obl->4|7:mark->13|8:obl->13|9:cop->13|10:case->13|11:punct->10|12:obl->13|13:parataxis->0|14:punct->16|15:obj->13|16:obj->13|17:punct->16,none
Tanakh.Torah.Exodus.15.24,0:root->-1|1:nsubj->0|2:case->4|3:punct->2|4:obl->0|5:xcomp->0|6:obj->5|7:punct->6|8:parataxis->0|9:punct->0,none
