verse_id,constituency_signature,source
Tanakh.Torah.Exodus.22.8,s0:xYqX(Adju+Cmpl+Pred+Subj)|s0:xYq0(Rela+Pred)|s0:NmCl(Conj+Subj+PreC)|s1:xYqX(Rela+Pred+Subj)|s1:XYqt(Pred+Objc+Cmpl),E
Tanakh.Torah.Exodus.22.9,s0:xYqX(Conj+Pred+Subj+Cmpl+Objc)|s0:InfC(Pred)|s1:WQt0(Conj+Pred)|s2:xQt0(Conj+Pred)|s3:xQt0(Conj+Pred)|s4:Ptcp(NCop+PreC),E
Tanakh.Torah.Exodus.22.10,s0:XYqt(Subj+Pred+PreC)|s1:xQt0(Conj+Nega+Pred+Objc+Cmpl)|s2:WQtX(Conj+Pred+Subj)|s3:WxY0(Conj+Nega+Pred),E
Tanakh.Torah.Exodus.22.11,s0:WxY0(Conj+Conj+Modi+Pred+Cmpl)|s1:ZYq0(Pred+Cmpl),E
Tanakh.Torah.Exodus.22.12,s0:xYq0(Conj+Modi+Pred)|s1:ZYq0(PreO+PrAd)|s2:xYq0(Objc+Nega+Pred),E
Tanakh.Torah.Exodus.22.13,s0:WxYX(Conj+Conj+Pred+Subj+Cmpl)|s1:WQt0(Conj+Pred)|s2:xQt0(Conj+Pred)|s3:NmCl(Subj+NCop+PreC)|s4:xYq0(Modi+Pred),E
Tanakh.Torah.Exodus.22.14,s0:NmCl(Conj+Subj+PreC)|s1:xYq0(Nega+Pred)|s2:AjCl(Conj+PreC+Subj)|s3:ZQt0(Pred+Cmpl),E
Tanakh.Torah.Exodus.22.15,s0:WxYX(Conj+Conj+Pred+Subj+Objc)|s0:xQt0(Rela+Nega+Pred)|s1:WQt0(Conj+Pred+Cmpl)|s2:xYq0(Modi+PreO+Supp+Cmpl),E
Tanakh.Torah.Exodus.22.16,s0:xYqX(Conj+Modi+Pred+Subj)|s0:InfC(PreO+Cmpl)|s1:xYq0(Objc+Pred+Adju),E
Tanakh.Torah.Exodus.22.17,s0:xYq0(Objc+Nega+Pred),E
Tanakh.Torah.Exodus.22.18,s0:XYqt(Subj+Modi+Pred)|s0:Ptcp(PreC+Cmpl),E
Tanakh.Torah.Exodus.22.19,s0:Ptcp(PreC+Cmpl)|s0:XYqt(Pred)|s0:Ellp(Conj+Cmpl+Adju),E
Tanakh.Torah.Exodus.22.20,s0:WxY0(Conj+Objc+Nega+Pred)|s1:WxY0(Conj+Nega+PreO)|s2:xQt0(Conj+PreC+Pred+Loca),E
Tanakh.Torah.Exodus.22.21,s0:xYq0(Objc+Nega+Pred),E
Tanakh.Torah.Exodus.22.22,s0:xYq0(Conj+Modi+Pred+Objc)|s1:xYq0(Conj+Modi+Pred+Cmpl)|s2:xYq0(Modi+Pred+Objc),E
Tanakh.Torah.Exodus.22.23,s0:WQtX(Conj+Pred+Subj)|s1:WQt0(Conj+Pred+Objc+Adju)|s2:WQtX(Conj+Pred+Subj+PreC)|s2:Ellp(Conj+Subj+PreC),E
Tanakh.Torah.Exodus.22.24,s0:xYq0(Conj+Objc+Pred+Objc)|s1:xYq0(Nega+Pred+Cmpl+Adju)|s2:xYq0(Nega+Pred+Cmpl+Objc),E
Tanakh.Torah.Exodus.22.25,s0:xYq0(Conj+Modi+Pred+Objc)|s1:InfC(Pred+Subj)|s1:xYq0(PreO+Cmpl),E
Tanakh.Torah.Exodus.22.26,s0:NmCl(Conj+Subj+PreC+Adju)|s1:NmCl(Subj+PreC+Adju)|s2:xYq0(Cmpl+Pred)|s3:MSyn(Conj+Pred)|s4:xYq0(Conj+Pred+Cmpl)|s5:WQt0(Conj+Pred)|s5:AjCl(Conj+PreC+Subj),E
Tanakh.Torah.Exodus.22.27,s0:xYq0(Objc+Nega+Pred)|s1:WxY0(Conj+Objc+Nega+Pred),E
Tanakh.Torah.Exodus.22.28,s0:xYq0(Objc+Nega+Pred)|s1:xYq0(Objc+Pred+Cmpl),E
Tanakh.Torah.Exodus.22.29,s0:xYq0(Modi+Pred+Cmpl+Cmpl)|s1:xYq0(Time+Pred+Cmpl)|s2:xYq0(Time+PreO+Cmpl),E
Tanakh.Torah.Exodus.22.30,s0:WxY0(Conj+PreC+Pred+Cmpl)|s1:WxY0(Conj+Objc+Nega+Pred)|s1:NmCl(Loca+PreC)|s2:xYq0(Cmpl+Pred+Objc),E
Tanakh.Torah.Exodus.23.1,s0:xYq0(Nega+Pred+Objc)|s1:xYq0(Nega+Pred+Objc+Adju)|s1:InfC(Pred+Cmpl),E
Tanakh.Torah.Exodus.23.2,s0:xYq0(Nega+Pred+Cmpl+Adju)|s1:WxY0(Conj+Nega+Pred+Cmpl)|s1:InfC(Pred+Cmpl)|s1:InfC(Pred),E
Tanakh.Torah.Exodus.23.3,s0:WxY0(Conj+Objc+Nega+Pred+Cmpl),E
Tanakh.Torah.Exodus.23.4,s0:xYq0(Conj+Pred+Objc)|s0:Ptcp(PreC)|s1:xYq0(Modi+PreO+Cmpl),E
Tanakh.Torah.Exodus.23.5,s0:xYq0(Conj+Pred+Objc)|s0:Ptcp(PreC+Cmpl)|s1:WQt0(Conj+Pred)|s1:InfC(Pred+Cmpl)|s2:xYq0(Modi+Pred+Cmpl),E
Tanakh.Torah.Exodus.23.6,s0:xYq0(Nega+Pred+Objc+Adju),E
Tanakh.Torah.Exodus.23.7,s0:xYq0(Cmpl+Pred)|s1:WxY0(Conj+Objc+Nega+Pred)|s2:xYq0(Conj+Nega+Pred+Objc),E
Tanakh.Torah.Exodus.23.8,s0:WxY0(Conj+Objc+Nega+Pred)|s1:XYqt(Conj+Subj+Pred+Objc)|s2:WYq0(Conj+Pred+Objc),E
Tanakh.Torah.Exodus.23.9,s0:WxY0(Conj+Objc+Nega+Pred)|s1:WXQt(Conj+Subj+Pred+Objc)|s1:xQt0(Conj+PreC+Pred+Loca),E
Tanakh.Torah.Exodus.23.10,s0:WxY0(Conj+Time+Pred+Objc)|s1:WQt0(Conj+Pred+Objc),E
Tanakh.Torah.Exodus.23.11,s0:WxY0(Conj+Time+PreO)|s1:WQt0(Conj+PreO)|s2:WQtX(Conj+Pred+Subj)|s3:WxYX(Conj+Objc+Pred+Subj)|s4:xYq0(Modi+Pred+Cmpl+Cmpl),E
Tanakh.Torah.Exodus.23.12,s0:xYq0(Time+Pred+Objc)|s1:WxY0(Conj+Time+Pred)|s2:xYqX(Conj+Pred+Subj)|s3:WYqX(Conj+Pred+Subj),E
Tanakh.Torah.Exodus.23.13,s0:WxY0(Conj+Cmpl+Pred)|s0:xQt0(Rela+Pred+Cmpl)|s1:WxY0(Conj+Objc+Nega+Pred)|s2:xYq0(Nega+Pred+Cmpl),E
Tanakh.Torah.Exodus.23.14,s0:xYq0(Modi+Pred+Cmpl+Time),E
Tanakh.Torah.Exodus.23.15,s0:xYq0(Objc+Pred)|s1:xYq0(Time+Pred+Objc+Cmpl+Cmpl)|s1:xQt0(Conj+PreO)|s2:xQt0(Conj+Adju+Pred+Cmpl)|s3:WxY0(Conj+Nega+Pred+Cmpl+Modi),E
Tanakh.Torah.Exodus.23.16,s0:Ellp(Conj+Objc+Adju)|s0:xYq0(Rela+Pred+Loca)|s0:Ellp(Conj+Objc)|s0:InfC(Pred+Subj)|s0:InfC(PreS+Objc+Loca),E
Tanakh.Torah.Exodus.23.17,s0:xYqX(Modi+Pred+Subj+Cmpl),E
Tanakh.Torah.Exodus.23.18,s0:xYq0(Nega+Pred+Adju+Objc)|s1:WxYX(Conj+Nega+Pred+Subj+Cmpl),E
Tanakh.Torah.Exodus.23.19,s0:xYq0(Objc+Pred+Cmpl)|s1:xYq0(Nega+Pred+Objc+Adju),E
Tanakh.Torah.Exodus.23.20,s0:Ptcp(Intj+Subj+PreC+Objc+Cmpl)|s0:InfC(PreO+Adju)|s0:InfC(Conj+PreO+Cmpl)|s0:xQt0(Rela+Pred),E
Tanakh.Torah.Exodus.23.21,s0:ZIm0(Pred+Cmpl)|s1:WIm0(Conj+Pred+Cmpl)|s2:xYq0(Nega+Pred+Cmpl)|s3:xYq0(Conj+Nega+Pred+Cmpl)|s4:NmCl(Conj+Subj+PreC),E
Tanakh.Torah.Exodus.23.22,s0:MSyn(Conj)|s1:xYq0(Conj+Modi+Pred+Cmpl)|s2:WQt0(Conj+Pred+Objc)|s2:xYq0(Rela+Pred)|s3:WQt0(Conj+Pred+Objc)|s4:WQt0(Conj+Pred+Objc),E
Tanakh.Torah.Exodus.23.23,s0:xYqX(Conj+Pred+Subj+Cmpl)|s1:WQt0(Conj+PreO+Cmpl)|s2:WQt0(Conj+PreO),E
Tanakh.Torah.Exodus.23.24,s0:xYq0(Nega+Pred+Cmpl)|s1:WxY0(Conj+Nega+PreO)|s2:WxY0(Conj+Nega+Pred+Adju)|s3:xYq0(Conj+Modi+PreO)|s4:WxY0(Conj+Modi+Pred+Objc),E
Tanakh.Torah.Exodus.23.25,s0:WQt0(Conj+Pred+Objc)|s1:WQt0(Conj+Pred+Objc)|s2:WQt0(Conj+Pred+Objc+Cmpl),E
Tanakh.Torah.Exodus.23.26,s0:xYqX(Nega+Pred+Subj+Loca)|s1:xYq0(Objc+Pred),E
Tanakh.Torah.Exodus.23.27,s0:xYq0(Objc+Pred+Cmpl)|s1:WQt0(Conj+Pred+Objc)|s1:xYq0(Rela+Pred+Cmpl)|s2:WQt0(Conj+Pred+Objc+Cmpl+Objc),E
Tanakh.Torah.Exodus.23.28,s0:WQt0(Conj+Pred+Objc+Cmpl)|s1:WQt0(Conj+Pred+Objc+Cmpl),E
Tanakh.Torah.Exodus.23.29,s0:xYq0(Nega+PreO+Cmpl+Time)|s1:xYqX(Conj+Pred+Subj+Cmpl)|s2:WQtX(Conj+Pred+Cmpl+Subj),E
Tanakh.Torah.Exodus.23.30,s0:xYq0(Modi+PreO+Cmpl)|s0:xYq0(Conj+Pred)|s0:WQt0(Conj+Pred+Objc),E
Tanakh.Torah.Exodus.23.31,s0:WQt0(Conj+Pred+Objc+Cmpl)|s1:xYq0(Conj+Pred+Cmpl+Objc)|s2:WQt0(Conj+PreO+Cmpl),E
Tanakh.Torah.Exodus.23.32,s0:xYq0(Nega+Pred+Cmpl+Objc),E
Tanakh.Torah.Exodus.23.33,s0:xYq0(Nega+Pred+Cmpl)|s1:xYq0(Conj+Pred+Objc+Cmpl)|s2:xYq0(Conj+Pred+Objc)|s3:xYq0(Conj+Pred+Cmpl+PreC),E
Tanakh.Torah.Exodus.24.1,s0:WxQ0(Conj+Cmpl+Pred)|s1:ZImX(Pred+Cmpl+Subj)|s2:WQt0(Conj+Pred+Adju),none
Tanakh.Torah.Exodus.24.2,s0:WQtX(Conj+Pred+Subj+Adju+Cmpl)|s1:WXYq(Conj+Subj+Nega+Pred)|s2:WXYq(Conj+Subj+Nega+Pred+Adju),none
Tanakh.Torah.Exodus.24.3,s0:WayX(Conj+Pred+Subj)|s1:Way0(Conj+Pred+Cmpl+Objc)|s2:WayX(Conj+Pred+Subj+Adju)|s3:Way0(Conj+Pred)|s4:xYq0(Objc+Pred)|s4:xQtX(Rela+Pred+Subj),none
Tanakh.Torah.Exodus.24.4,s0:WayX(Conj+Pred+Subj+Objc)|s1:Way0(Conj+Pred+Time)|s2:Way0(Conj+Pred+Objc+Loca)|s2:Ellp(Conj+Objc+Adju),none
Tanakh.Torah.Exodus.24.5,s0:Way0(Conj+Pred+Objc)|s1:Way0(Conj+Pred+Objc)|s2:Way0(Conj+Pred+Objc+Adju+Objc),none
Tanakh.Torah.Exodus.24.6,s0:WayX(Conj+Pred+Subj+Objc)|s1:Way0(Conj+Pred+Adju)|s2:WxQ0(Conj+Objc+Pred+Cmpl),none
Tanakh.Torah.Exodus.24.7,s0:Way0(Conj+Pred+Objc)|s1:Way0(Conj+Pred+Adju)|s2:Way0(Conj+Pred)|s3:xYq0(Objc+Pred)|s3:xQtX(Rela+Pred+Subj)|s3:WYq0(Conj+Pred),none
Tanakh.Torah.Exodus.24.8,s0:WayX(Conj+Pred+Subj+Objc)|s1:Way0(Conj+Pred+Cmpl)|s2:Way0(Conj+Pred)|s3:NmCl(Intj+Subj)|s3:xQtX(Rela+Pred+Subj+Cmpl+Adju),none
Tanakh.Torah.Exodus.24.9,s0:WayX(Conj+Pred+Subj),none
Tanakh.Torah.Exodus.24.10,s0:Way0(Conj+Pred+Objc)|s1:NmCl(Conj+Loca+PreC)|s1:NmCl(Conj+PreC+Adju),none
Tanakh.Torah.Exodus.24.11,s0:WxQ0(Conj+Cmpl+Nega+Pred+Objc)|s1:Way0(Conj+Pred+Objc)|s2:Way0(Conj+Pred)|s3:Way0(Conj+Pred),none
Tanakh.Torah.Exodus.24.12,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:ZIm0(Pred+Cmpl+Cmpl)|s2:WIm0(Conj+Pred+Loca)|s3:WYq0(Conj+Pred+Cmpl+Objc)|s3:xQt0(Rela+Pred)|s3:InfC(PreO),none
Tanakh.Torah.Exodus.24.13,s0:WayX(Conj+Pred+Subj)|s1:WayX(Conj+Pred+Subj+Cmpl),none
Tanakh.Torah.Exodus.24.14,s0:WxQ0(Conj+Cmpl+Pred)|s1:ZIm0(Pred+Cmpl+Cmpl)|s1:xYq0(Conj+Pred+Cmpl)|s2:MSyn(Conj+Intj)|s3:NmCl(Subj+PreC)|s4:NmCl(Subj+PreC)|s4:XYqt(Pred+Cmpl),none
Tanakh.Torah.Exodus.24.15,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:WayX(Conj+Pred+Subj+Objc),none
Tanakh.Torah.Exodus.24.16,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:WayX(Conj+PreO+Subj+Time)|s2:Way0(Conj+Pred+Cmpl+Time+Adju),none
Tanakh.Torah.Exodus.24.17,s0:NmCl(Conj+Subj+PreC+Loca+Adju),none
Tanakh.Torah.Exodus.24.18,s0:WayX(Conj+Pred+Subj+Cmpl)|s1:Way0(Conj+Pred+Cmpl)|s2:WayX(Conj+Pred+Subj+PreC+Time),none
Tanakh.Torah.Exodus.25.1,s0:WayX(Conj+Pred+Subj+Cmpl)|s0:InfC(Pred),P
Tanakh.Torah.Exodus.25.2,s0:ZIm0(Pred+Cmpl)|s1:WYq0(Conj+Pred+Cmpl+Objc)|s2:xYq0(Cmpl+Pred+Objc)|s2:xYqX(Rela+PreO+Subj),P
Tanakh.Torah.Exodus.25.3,s0:NmCl(Conj+Subj+PreC)|s0:xYq0(Rela+Pred+Cmpl)|s0:Ellp(Subj),P
Tanakh.Torah.Exodus.25.4,s0:Ellp(Conj+Objc),P
Tanakh.Torah.Exodus.25.5,s0:Ellp(Conj+Objc),P
Tanakh.Torah.Exodus.25.6,s0:Ellp(Objc),P
Tanakh.Torah.Exodus.25.7,s0:Ellp(Objc),P
Tanakh.Torah.Exodus.25.8,s0:WQt0(Conj+Pred+Cmpl+Objc)|s1:WQt0(Conj+Pred+Cmpl),P
Tanakh.Torah.Exodus.25.9,s0:CPen(PreC)|s0:Ptcp(Rela+Subj+PreC+Objc+Objc)|s0:WxY0(Conj+Modi+Pred),P
Tanakh.Torah.Exodus.25.10,s0:WQt0(Conj+Pred+Objc)|s1:NmCl(PreC+Subj)|s2:NmCl(Conj+PreC+Subj)|s3:NmCl(Conj+PreC+Subj),P
Tanakh.Torah.Exodus.25.11,s0:WQt0(Conj+Pred+Objc+Cmpl)|s1:xYq0(Cmpl+PreO)|s2:WQt0(Conj+Pred+Cmpl+Objc+Modi),P
Tanakh.Torah.Exodus.25.12,s0:WQt0(Conj+Pred+Cmpl+Objc)|s0:WQt0(Conj+Pred+Cmpl)|s0:Ellp(Conj+Objc+Cmpl)|s0:Ellp(Conj+Objc+Cmpl),P
Tanakh.Torah.Exodus.25.13,s0:WQt0(Conj+Pred+Objc)|s1:WQt0(Conj+Pred+Objc+Cmpl),P
Tanakh.Torah.Exodus.25.14,s0:WQt0(Conj+Pred+Objc+Cmpl)|s0:InfC(Pred+Objc+Cmpl),P
Tanakh.Torah.Exodus.25.15,s0:xYqX(Cmpl+Pred+Subj)|s1:xYq0(Nega+Pred+Cmpl),P
Tanakh.Torah.Exodus.25.16,s0:WQt0(Conj+Pred+Cmpl+Objc)|s0:xYq0(Rela+Pred+Cmpl),P
Tanakh.Torah.Exodus.25.17,s0:WQt0(Conj+Pred+Objc)|s1:NmCl(PreC+Subj)|s2:NmCl(Conj+PreC+Subj),P
Tanakh.Torah.Exodus.25.18,s0:WQt0(Conj+Pred+Objc+Objc)|s1:xYq0(Objc+Pred+Objc+Adju),P
Tanakh.Torah.Exodus.25.19,s0:WIm0(Conj+Pred+Objc+Adju)|s1:NmCl(Conj+Subj+Adju)|s2:xYq0(Adju+Pred+Objc+Loca),P
Tanakh.Torah.Exodus.25.20,s0:WQtX(Conj+Pred+Subj+PreC+Adju)|s0:Ptcp(PreC+Adju+Cmpl)|s0:NmCl(Conj+Subj+PreC+Adju)|s1:xYqX(Cmpl+Pred+Subj),P
Tanakh.Torah.Exodus.25.21,s0:WQt0(Conj+Pred+Objc+Cmpl+Adju)|s1:WxY0(Conj+Cmpl+Pred+Objc)|s1:xYq0(Rela+Pred+Cmpl),P
Tanakh.Torah.Exodus.25.22,s0:WQt0(Conj+Pred+Cmpl+Loca)|s1:WQt0(Conj+Pred+Cmpl+Loca+Objc)|s1:NmCl(Rela+PreC)|s1:xYq0(Rela+Pred+Objc+Adju),P
Tanakh.Torah.Exodus.25.23,s0:WQt0(Conj+Pred+Objc+Objc)|s1:NmCl(PreC+Subj)|s2:NmCl(Conj+PreC+Subj)|s3:NmCl(Conj+PreC+Subj),P
Tanakh.Torah.Exodus.25.24,s0:WQt0(Conj+Pred+Objc+Cmpl)|s1:WQt0(Conj+Pred+Cmpl+Objc+Modi),P
Tanakh.Torah.Exodus.25.25,s0:WQt0(Conj+Pred+Cmpl+Objc+Modi)|s1:WQt0(Conj+Pred+Objc+Cmpl+Modi),P
Tanakh.Torah.Exodus.25.26,s0:WQt0(Conj+Pred+Cmpl+Objc)|s1:WQt0(Conj+Pred+Objc+Cmpl)|s1:NmCl(Rela+PreC),P
Tanakh.Torah.Exodus.25.27,s0:xYqX(Cmpl+Pred+Subj+Adju)|s0:InfC(Pred+Objc),P
Tanakh.Torah.Exodus.25.28,s0:WQt0(Conj+Pred+Objc+Objc)|s1:WQt0(Conj+Pred+Objc+Cmpl)|s2:WQtX(Conj+Pred+Adju+Subj),P
Tanakh.Torah.Exodus.25.29,s0:WQt0(Conj+Pred+Objc)|s0:xYq0(Rela+Pred+Adju)|s1:xYq0(Objc+Pred+Objc),P
Tanakh.Torah.Exodus.25.30,s0:WQt0(Conj+Pred+Cmpl+Objc+Adju+Time),P
Tanakh.Torah.Exodus.25.31,s0:WQt0(Conj+Pred+Objc)|s1:xYqX(Objc+Pred+Subj)|s2:XYqt(Subj+Cmpl+Pred),P
Tanakh.Torah.Exodus.25.32,s0:Ptcp(Conj+Subj+PreC+Cmpl)|s1:NmCl(Subj+Cmpl)|s2:NmCl(Conj+Subj+Cmpl),P
Tanakh.Torah.Exodus.25.33,s0:NmCl(Subj+PreC)|s1:NmCl(PreC)|s2:NmCl(Conj+Subj+PreC)|s3:NmCl(PreC)|s4:NmCl(Modi+Adju)|s4:Ptcp(Rela+PreC+Cmpl),P
Tanakh.Torah.Exodus.25.34,s0:NmCl(Conj+PreC+Subj)|s1:NmCl(PreC),P
Tanakh.Torah.Exodus.25.35,s0:NmCl(Conj+Subj+PreC)|s1:NmCl(Conj+Subj+PreC)|s2:NmCl(Conj+Subj+PreC)|s3:NmCl(PreC)|s3:Ptcp(Rela+PreC+Cmpl),P
Tanakh.Torah.Exodus.25.36,s0:XYqt(Subj+Cmpl+Pred)|s1:NmCl(Subj+PreC),P
Tanakh.Torah.Exodus.25.37,s0:WQt0(Conj+Pred+Objc+Objc)|s1:WQt0(Conj+Pred+Objc)|s2:WQt0(Conj+Pred+Cmpl),P
Tanakh.Torah.Exodus.25.38,s0:NmCl(Conj+Subj+PreC),P
Tanakh.Torah.Exodus.25.39,s0:xYq0(Objc+Pred+Objc),P
Tanakh.Torah.Exodus.25.40,s0:WIm0(Conj+Pred)|s1:WIm0(Conj+Pred+Adju)|s1:Ptcp(Rela+Subj+PreC+Loca),P
Tanakh.Torah.Exodus.26.1,s0:WxY0(Conj+Objc+Pred+Objc)|s1:xYq0(Objc+Pred+Objc),P
Tanakh.Torah.Exodus.26.2,s0:NmCl(Subj+PreC)|s1:NmCl(Conj+Subj+PreC)|s2:NmCl(Subj+PreC),P
Tanakh.Torah.Exodus.26.3,s0:XYqt(Subj+Pred+PreC)|s0:Ellp(Subj+Cmpl)|s0:Ellp(Conj+Subj+PreC)|s0:Ellp(Subj+Cmpl),P
Tanakh.Torah.Exodus.26.4,s0:WQt0(Conj+Pred+Objc+Adju+Adju+Adju)|s1:WxY0(Conj+Modi+Pred+Adju+Adju),P
Tanakh.Torah.Exodus.26.5,s0:xYq0(Objc+Pred+Adju)|s1:WxY0(Conj+Objc+Pred+Adju)|s1:NmCl(Rela+PreC)|s2:Ptcp(PreC+Subj)|s2:Ellp(Subj+Adju),P
Tanakh.Torah.Exodus.26.6,s0:WQt0(Conj+Pred+Objc)|s1:WQt0(Conj+Pred+Objc+Adju)|s1:Ellp(Objc+Cmpl)|s2:WQtX(Conj+Pred+Subj+Cmpl),P
Tanakh.Torah.Exodus.26.7,s0:WQt0(Conj+Pred+Objc+Cmpl+Adju)|s1:xYq0(Adju+Pred+Objc),P
Tanakh.Torah.Exodus.26.8,s0:NmCl(Subj+PreC+Adju)|s1:NmCl(Conj+Modi+PreC+Adju+Subj)|s2:NmCl(Subj+PreC),P
Tanakh.Torah.Exodus.26.9,s0:WQt0(Conj+Pred+Objc)|s1:WQt0(Conj+Pred+Objc+Loca),P
Tanakh.Torah.Exodus.26.10,s0:WQt0(Conj+Pred+Objc+Cmpl+Adju)|s0:Ellp(Conj+Objc+Cmpl),P
Tanakh.Torah.Exodus.26.11,s0:WQt0(Conj+Pred+Objc)|s1:WQt0(Conj+Pred+Objc+Cmpl)|s2:WQt0(Conj+Pred+Objc)|s3:WQt0(Conj+Pred+PreC),P
Tanakh.Torah.Exodus.26.12,s0:CPen(Conj+Frnt)|s0:Ptcp(Rela+PreC+Cmpl)|s0:XYqt(Subj+Pred+Cmpl)|s0:Ptcp(Rela+PreC),P
Tanakh.Torah.Exodus.26.13,s0:WXYq(Conj+Subj+Pred+PreC+Cmpl+Adju)|s0:Ptcp(Rela+PreC+Cmpl)|s0:InfC(PreO),P
Tanakh.Torah.Exodus.26.14,s0:WQt0(Conj+Pred+Objc+Cmpl+Objc)|s0:Ellp(Conj+Objc+Loca),P
Tanakh.Torah.Exodus.26.15,s0:WQt0(Conj+Pred+Objc+Cmpl+Objc),P
Tanakh.Torah.Exodus.26.16,s0:NmCl(PreC+Subj)|s1:NmCl(Conj+PreC+Subj),P
Tanakh.Torah.Exodus.26.17,s0:NmCl(Subj+PreC)|s0:Ptcp(PreC)|s0:Ellp(Subj+Cmpl)|s1:xYq0(Modi+Pred+Cmpl),P
Tanakh.Torah.Exodus.26.18,s0:WQt0(Conj+Pred+Objc+Cmpl)|s0:Ellp(Objc+Loca),P
Tanakh.Torah.Exodus.26.19,s0:WxY0(Conj+Objc+Pred+Adju)|s0:Ellp(Objc+Adju+Adju)|s0:Ellp(Conj+Subj+Adju+Adju),P
Tanakh.Torah.Exodus.26.20,s0:Ellp(Conj+Cmpl+Loca+Objc),P
Tanakh.Torah.Exodus.26.21,s0:Ellp(Conj+Objc+Objc)|s0:Ellp(Objc+Adju)|s0:Ellp(Conj+Objc+Adju),P
Tanakh.Torah.Exodus.26.22,s0:WxY0(Conj+Cmpl+Loca+Pred+Objc),P
Tanakh.Torah.Exodus.26.23,s0:WxY0(Conj+Objc+Pred+Cmpl+Adju),P
Tanakh.Torah.Exodus.26.24,s0:WYq0(Conj+Pred+PreC+Loca)|s1:WxY0(Conj+Modi+Pred+PreC+Adju+Adju)|s2:xYq0(Modi+Pred+Cmpl)|s3:xYq0(Cmpl+Pred),P
Tanakh.Torah.Exodus.26.25,s0:WQtX(Conj+Pred+Subj)|s0:Ellp(Objc+Adju)|s0:Ellp(Conj+Objc+Adju),P
Tanakh.Torah.Exodus.26.26,s0:WQt0(Conj+Pred+Objc+Objc+Cmpl),P
Tanakh.Torah.Exodus.26.27,s0:Ellp(Conj+Objc+Cmpl)|s0:Ellp(Conj+Objc+Cmpl),P
Tanakh.Torah.Exodus.26.28,s0:NmCl(Conj+Subj+PreC)|s0:Ptcp(PreC+Cmpl+Cmpl),P
Tanakh.Torah.Exodus.26.29,s0:WxY0(Conj+Objc+Pred+Cmpl)|s1:WxY0(Conj+Objc+Pred+Cmpl)|s2:NmCl(PreC+Cmpl)|s3:WQt0(Conj+Pred+Objc+Cmpl),P
Tanakh.Torah.Exodus.26.30,s0:WQt0(Conj+Pred+Objc+Adju)|s0:xQt0(Rela+Pred+Loca),P
Tanakh.Torah.Exodus.26.31,s0:WQt0(Conj+Pred+Objc+Objc)|s0:Ellp(Objc)|s1:xYq0(Objc+Pred+Objc),P
Tanakh.Torah.Exodus.26.32,s0:WQt0(Conj+Pred+Objc+Cmpl)|s0:Ptcp(PreC+Objc)|s1:NmCl(Subj+PreC),P
Tanakh.Torah.Exodus.26.33,s0:WQt0(Conj+Pred+Objc+Cmpl)|s1:WQt0(Conj+Pred+Cmpl+Adju+Objc)|s2:WQtX(Conj+Pred+Subj+Adju+Cmpl),P
Tanakh.Torah.Exodus.26.34,s0:WQt0(Conj+Pred+Objc+Cmpl+Loca),P
Tanakh.Torah.Exodus.26.35,s0:WQt0(Conj+Pred+Objc+Cmpl)|s0:Ellp(Conj+Objc+Cmpl+Cmpl+Loca)|s1:WxY0(Conj+Objc+Pred+Cmpl),P
Tanakh.Torah.Exodus.26.36,s0:WQt0(Conj+Pred+Objc+Cmpl+Objc)|s0:Ellp(Objc),P
Tanakh.Torah.Exodus.26.37,s0:WQt0(Conj+Pred+Cmpl+Objc)|s1:WQt0(Conj+Pred+Objc+Objc)|s2:NmCl(Subj+PreC)|s3:WQt0(Conj+Pred+Cmpl+Objc),P
Tanakh.Torah.Exodus.27.1,s0:WQt0(Conj+Pred+Objc+Objc)|s1:NmCl(PreC+Subj)|s2:NmCl(Conj+PreC+Subj)|s3:xYqX(PreC+Pred+Subj)|s4:NmCl(Conj+PreC+Subj),P
Tanakh.Torah.Exodus.27.2,s0:WQt0(Conj+Pred+Objc+Loca)|s1:xYqX(PreC+Pred+Subj)|s2:WQt0(Conj+Pred+Objc+Cmpl),P
Tanakh.Torah.Exodus.27.3,s0:WQt0(Conj+Pred+Objc)|s0:InfC(PreO)|s1:CPen(Conj+Frnt)|s1:xYq0(Adju+Pred+Objc),P
Tanakh.Torah.Exodus.27.4,s0:WQt0(Conj+Pred+Cmpl+Objc+Objc)|s1:WQt0(Conj+Pred+Cmpl+Objc+Loca),P
Tanakh.Torah.Exodus.27.5,s0:WQt0(Conj+Pred+Objc+Cmpl+Adju)|s1:WQtX(Conj+Pred+Subj+PreC),P
Tanakh.Torah.Exodus.27.6,s0:WQt0(Conj+Pred+Objc+Cmpl)|s1:WQt0(Conj+Pred+Objc+Cmpl),P
Tanakh.Torah.Exodus.27.7,s0:WQtX(Conj+Pred+Subj+Cmpl)|s1:WQtX(Conj+Pred+Subj+PreC)|s1:InfC(Pred+Objc),P
Tanakh.Torah.Exodus.27.8,s0:xYq0(PrAd+Pred+Objc)|s1:xQt0(Conj+Pred+Objc+Loca)|s1:xYq0(Modi+Pred),P
Tanakh.Torah.Exodus.27.9,s0:WQt0(Conj+Pred+Objc)|s0:Ellp(Loca+Objc+Adju+Objc)|s1:NmCl(PreC+Subj+Adju),P
